id,age,educ,paeduc,sex,race,income,region,polviews,relig,slt8,s9_11,s12,s13_15,s16,s17_18,sgt18,stage,cage,female,white,black,other,south,nrthest,midwest,west,missed,missag,misssx,missra,missrg,misspa,miss
1520,70,12,0,female,white,$10000 - 14999,w. sou. central,,protestant,12,0,0,0,0,0,0,1.3807335,23.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1521,33,12,12,female,white,$3000 to 3999,w. sou. central,,none,12,1,1,0,0,0,0,-.74988836,-13.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1522,38,13,12,female,white,$25000 or more,w. sou. central,moderate,catholic,13,1,1,0,0,0,0,-.46196648,-8.0200005,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1523,50,14,,female,white,refused,w. sou. central,moderate,protestant,14,1,0,1,0,1,1,.229046,3.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1524,36,17,12,female,white,$25000 or more,w. sou. central,slghtly conservative,protestant,17,1,1,0,0,0,0,-.57713521,-10.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1525,80,20,10,male,white,$25000 or more,south atlantic,liberal,none,20,1,0,0,0,0,0,1.9565772,33.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1526,70,17,0,male,white,$25000 or more,south atlantic,moderate,jewish,17,0,0,0,0,0,0,1.3807335,23.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1527,34,14,12,male,white,$25000 or more,south atlantic,moderate,protestant,14,1,1,0,0,0,0,-.69230396,-12.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1528,73,14,12,female,white,$25000 or more,south atlantic,extrmly conservative,protestant,14,1,1,0,0,0,0,1.5534866,26.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1529,69,18,7,female,white,$25000 or more,south atlantic,liberal,jewish,18,0,0,0,0,0,0,1.3231491,22.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1530,69,19,16,male,white,$25000 or more,south atlantic,conservative,catholic,19,1,0,1,1,0,0,1.3231491,22.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1531,88,15,,female,white,refused,south atlantic,conservative,protestant,15,1,0,1,0,1,1,2.4172521,41.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1532,80,16,12,male,white,$25000 or more,south atlantic,slightly liberal,jewish,16,1,1,0,0,0,0,1.9565772,33.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1533,46,13,6,male,white,$20000 - 24999,south atlantic,slghtly conservative,protestant,13,0,0,0,0,0,0,-.0012914971,-.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1534,42,16,3,female,black,$15000 - 19999,south atlantic,conservative,protestant,16,0,0,0,0,0,0,-.23162898,-4.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1535,84,16,20,female,white,,south atlantic,conservative,protestant,16,1,0,1,0,1,1,2.1869147,37.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1536,30,12,12,male,white,$25000 or more,south atlantic,moderate,protestant,12,1,1,0,0,0,0,-.92264146,-16.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1537,33,14,,male,black,$10000 - 14999,south atlantic,moderate,protestant,14,1,0,1,0,1,1,-.74988836,-13.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1538,47,16,12,female,white,$25000 or more,south atlantic,moderate,protestant,16,1,1,0,0,0,0,.056292877,.98000002,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1539,42,15,14,male,white,$25000 or more,south atlantic,slghtly conservative,protestant,15,1,0,1,0,0,0,-.23162898,-4.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1540,24,15,16,male,white,$10000 - 14999,south atlantic,moderate,protestant,15,1,0,1,1,0,0,-1.2681477,-22.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1541,74,14,12,female,white,$5000 to 5999,south atlantic,slightly liberal,protestant,14,1,1,0,0,0,0,1.611071,27.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1542,54,17,12,female,white,$25000 or more,south atlantic,moderate,catholic,17,1,1,0,0,0,0,.45938349,7.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1543,42,16,12,female,white,$20000 - 24999,south atlantic,slightly liberal,jewish,16,1,1,0,0,0,0,-.23162898,-4.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1544,48,19,3,male,black,$25000 or more,south atlantic,slightly liberal,protestant,19,0,0,0,0,0,0,.11387725,1.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1545,23,15,16,male,white,$10000 - 14999,south atlantic,extrmly conservative,catholic,15,1,0,1,1,0,0,-1.3257321,-23.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1546,28,14,,male,other,$10000 - 14999,south atlantic,slghtly conservative,buddhism,14,1,0,1,0,1,1,-1.0378102,-18.02,No,No,No,Yes,Yes,No,No,No,0,0,0,0,0,1,1
1547,30,16,19,male,white,$25000 or more,south atlantic,liberal,catholic,16,1,0,1,0,1,1,-.92264146,-16.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1548,24,13,12,male,white,$10000 - 14999,south atlantic,moderate,protestant,13,1,1,0,0,0,0,-1.2681477,-22.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1549,50,16,12,male,black,$25000 or more,south atlantic,moderate,protestant,16,1,1,0,0,0,0,.229046,3.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1550,33,14,12,female,white,$25000 or more,south atlantic,conservative,protestant,14,1,1,0,0,0,0,-.74988836,-13.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1551,22,8,8,female,white,$5000 to 5999,south atlantic,,protestant,8,0,0,0,0,0,0,-1.3833164,-24.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1552,31,5,,male,other,$25000 or more,south atlantic,,none,5,1,0,1,0,1,1,-.86505711,-15.02,No,No,No,Yes,Yes,No,No,No,0,0,0,0,0,1,1
1553,32,18,17,female,white,$25000 or more,south atlantic,moderate,protestant,18,1,0,1,0,1,0,-.80747271,-14.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1554,66,13,,male,black,$25000 or more,south atlantic,conservative,protestant,13,1,0,1,0,1,1,1.150396,19.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1555,48,12,9,male,white,$25000 or more,south atlantic,conservative,protestant,12,1,0,0,0,0,0,.11387725,1.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1556,42,14,10,male,white,$25000 or more,south atlantic,slghtly conservative,protestant,14,1,0,0,0,0,0,-.23162898,-4.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1557,38,18,12,male,white,$25000 or more,south atlantic,conservative,catholic,18,1,1,0,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1558,66,11,6,female,white,$25000 or more,south atlantic,moderate,catholic,11,0,0,0,0,0,0,1.150396,19.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1559,40,14,,female,white,$25000 or more,south atlantic,moderate,protestant,14,1,0,1,0,1,1,-.34679773,-6.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1560,62,14,9,male,white,$25000 or more,south atlantic,liberal,protestant,14,1,0,0,0,0,0,.92005849,15.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1561,41,18,,female,white,$25000 or more,south atlantic,slghtly conservative,protestant,18,1,0,1,0,1,1,-.28921336,-5.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1562,41,14,6,male,white,$25000 or more,south atlantic,conservative,protestant,14,0,0,0,0,0,0,-.28921336,-5.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1563,29,13,,male,white,$25000 or more,south atlantic,liberal,protestant,13,1,0,1,0,1,1,-.98022586,-17.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1564,25,16,16,female,white,$8000 to 9999,south atlantic,moderate,protestant,16,1,0,1,1,0,0,-1.2105633,-21.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1565,24,17,,female,other,$8000 to 9999,south atlantic,liberal,none,17,1,0,1,0,1,1,-1.2681477,-22.02,Yes,No,No,Yes,Yes,No,No,No,0,0,0,0,0,1,1
1566,29,16,14,male,white,$25000 or more,south atlantic,slightly liberal,protestant,16,1,0,1,0,0,0,-.98022586,-17.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1567,30,14,5,female,white,$25000 or more,south atlantic,moderate,protestant,14,0,0,0,0,0,0,-.92264146,-16.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1568,47,14,20,female,white,$15000 - 19999,south atlantic,moderate,inter-nondenominational,14,1,0,1,0,1,1,.056292877,.98000002,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1569,48,15,12,female,white,$25000 or more,south atlantic,liberal,none,15,1,1,0,0,0,0,.11387725,1.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1570,27,17,14,male,black,refused,south atlantic,moderate,protestant,17,1,0,1,0,0,0,-1.0953946,-19.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1571,39,14,,male,white,$25000 or more,south atlantic,moderate,protestant,14,1,0,1,0,1,1,-.40438211,-7.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1572,49,12,,female,white,$25000 or more,south atlantic,slghtly conservative,protestant,12,1,0,1,0,1,1,.17146163,2.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1573,23,16,18,female,white,$25000 or more,south atlantic,liberal,protestant,16,1,0,1,0,1,0,-1.3257321,-23.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1574,27,14,16,female,white,$15000 - 19999,south atlantic,liberal,protestant,14,1,0,1,1,0,0,-1.0953946,-19.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1575,34,16,12,male,black,$25000 or more,south atlantic,slghtly conservative,protestant,16,1,1,0,0,0,0,-.69230396,-12.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1576,52,14,9,male,white,$25000 or more,south atlantic,conservative,protestant,14,1,0,0,0,0,0,.34421474,5.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1577,32,16,14,female,other,$25000 or more,e. nor. central,liberal,none,16,1,0,1,0,0,0,-.80747271,-14.02,Yes,No,No,Yes,No,No,Yes,No,0,0,0,0,0,0,0
1578,55,16,10,female,white,$25000 or more,e. nor. central,liberal,catholic,16,1,0,0,0,0,0,.51696783,8.9799995,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1579,26,15,13,female,white,$25000 or more,e. nor. central,,catholic,15,1,0,1,0,0,0,-1.152979,-20.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1580,25,15,12,male,white,$20000 - 24999,e. nor. central,moderate,protestant,15,1,1,0,0,0,0,-1.2105633,-21.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1581,41,16,14,female,black,$25000 or more,e. nor. central,liberal,christian,16,1,0,1,0,0,0,-.28921336,-5.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,0,0
1582,53,16,8,female,white,$25000 or more,e. nor. central,slghtly conservative,christian,16,0,0,0,0,0,0,.40179911,6.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1583,81,12,7,male,white,$25000 or more,e. nor. central,extrmly conservative,protestant,12,0,0,0,0,0,0,2.0141616,34.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1584,23,12,12,male,white,,e. nor. central,moderate,none,12,1,1,0,0,0,0,-1.3257321,-23.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1585,48,3,8,male,white,$8000 to 9999,e. nor. central,liberal,,3,0,0,0,0,0,0,.11387725,1.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1586,40,12,,female,white,$10000 - 14999,e. nor. central,extremely liberal,protestant,12,1,0,1,0,1,1,-.34679773,-6.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
1587,32,13,14,male,white,$25000 or more,e. nor. central,conservative,protestant,13,1,0,1,0,0,0,-.80747271,-14.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1588,26,12,12,female,white,$20000 - 24999,e. nor. central,slghtly conservative,protestant,12,1,1,0,0,0,0,-1.152979,-20.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1589,60,16,6,male,white,$25000 or more,w. sou. central,slghtly conservative,none,16,0,0,0,0,0,0,.80488974,13.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1590,66,12,5,female,white,$25000 or more,w. sou. central,conservative,catholic,12,0,0,0,0,0,0,1.150396,19.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1591,50,12,12,female,white,$20000 - 24999,w. sou. central,slghtly conservative,catholic,12,1,1,0,0,0,0,.229046,3.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1592,39,20,14,male,white,$25000 or more,w. sou. central,extrmly conservative,jewish,20,1,0,1,0,0,0,-.40438211,-7.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1593,20,12,,male,black,$3000 to 3999,w. sou. central,moderate,moslem/islam,12,1,0,1,0,1,1,-1.4984852,-26.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1594,28,16,16,male,white,$25000 or more,w. sou. central,moderate,jewish,16,1,0,1,1,0,0,-1.0378102,-18.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1595,58,20,12,male,white,$25000 or more,w. sou. central,slghtly conservative,protestant,20,1,1,0,0,0,0,.68972099,11.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1596,25,15,,male,black,$25000 or more,w. sou. central,extrmly conservative,jewish,15,1,0,1,0,1,1,-1.2105633,-21.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1597,,12,7,male,black,$20000 - 24999,w. sou. central,moderate,catholic,12,0,0,0,0,0,0,,,No,No,Yes,No,Yes,No,No,No,0,1,0,0,0,0,1
1598,53,13,12,male,black,refused,w. sou. central,,protestant,13,1,1,0,0,0,0,.40179911,6.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1599,73,12,0,male,white,$25000 or more,w. sou. central,conservative,catholic,12,0,0,0,0,0,0,1.5534866,26.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1600,76,12,,female,white,refused,w. sou. central,,catholic,12,1,0,1,0,1,1,1.7262397,29.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1601,52,13,,male,white,$25000 or more,w. sou. central,slightly liberal,protestant,13,1,0,1,0,1,1,.34421474,5.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1602,38,10,12,male,white,$25000 or more,w. sou. central,slghtly conservative,christian,10,1,1,0,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1603,34,15,12,female,white,refused,w. sou. central,slghtly conservative,catholic,15,1,1,0,0,0,0,-.69230396,-12.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1604,44,13,8,male,black,$25000 or more,w. sou. central,slightly liberal,protestant,13,0,0,0,0,0,0,-.11646024,-2.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1605,38,12,12,male,white,refused,w. sou. central,liberal,protestant,12,1,1,0,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1606,34,16,,female,white,refused,w. sou. central,extremely liberal,catholic,16,1,0,1,0,1,1,-.69230396,-12.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1607,36,12,12,female,white,$25000 or more,w. sou. central,slghtly conservative,protestant,12,1,1,0,0,0,0,-.57713521,-10.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1608,64,16,8,male,white,$25000 or more,w. sou. central,liberal,none,16,0,0,0,0,0,0,1.0352272,17.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1609,22,15,16,male,white,$25000 or more,w. sou. central,liberal,catholic,15,1,0,1,1,0,0,-1.3833164,-24.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1610,24,14,,female,black,$6000 to 6999,south atlantic,moderate,other (specify),14,1,0,1,0,1,1,-1.2681477,-22.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1611,45,11,,male,black,$15000 - 19999,south atlantic,conservative,none,11,1,0,1,0,1,1,-.05887587,-1.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1612,23,14,,female,black,$10000 - 14999,south atlantic,,protestant,14,1,0,1,0,1,1,-1.3257321,-23.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1613,25,11,,female,black,$20000 - 24999,south atlantic,moderate,none,11,1,0,1,0,1,1,-1.2105633,-21.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1614,33,12,,female,black,$15000 - 19999,south atlantic,,protestant,12,1,0,1,0,1,1,-.74988836,-13.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1615,43,10,,male,white,$25000 or more,south atlantic,,none,10,1,0,1,0,1,1,-.17404461,-3.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1616,47,12,,female,white,$25000 or more,south atlantic,slightly liberal,protestant,12,1,0,1,0,1,1,.056292877,.98000002,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1617,48,12,12,male,white,$25000 or more,south atlantic,conservative,protestant,12,1,1,0,0,0,0,.11387725,1.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1618,42,10,10,male,white,$25000 or more,south atlantic,,catholic,10,1,0,0,0,0,0,-.23162898,-4.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1619,53,12,11,female,white,$25000 or more,south atlantic,slightly liberal,protestant,12,1,0,0,0,0,0,.40179911,6.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1620,73,9,2,male,white,$25000 or more,south atlantic,conservative,protestant,9,0,0,0,0,0,0,1.5534866,26.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1621,28,18,9,female,white,$25000 or more,south atlantic,conservative,protestant,18,1,0,0,0,0,0,-1.0378102,-18.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1622,38,12,13,male,white,$25000 or more,south atlantic,moderate,none,12,1,0,1,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1623,25,16,14,male,white,,south atlantic,moderate,none,16,1,0,1,0,0,0,-1.2105633,-21.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1624,19,11,12,male,other,$7000 to 7999,south atlantic,moderate,protestant,11,1,1,0,0,0,0,-1.5560696,-27.02,No,No,No,Yes,Yes,No,No,No,0,0,0,0,0,0,0
1625,60,12,,female,white,$25000 or more,south atlantic,extrmly conservative,protestant,12,1,0,1,0,1,1,.80488974,13.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1626,31,16,12,female,black,$25000 or more,south atlantic,conservative,protestant,16,1,1,0,0,0,0,-.86505711,-15.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1627,51,18,12,female,white,$25000 or more,south atlantic,moderate,inter-nondenominational,18,1,1,0,0,0,0,.28663036,4.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1628,57,12,5,male,black,$15000 - 19999,south atlantic,moderate,protestant,12,0,0,0,0,0,0,.63213658,10.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
1629,52,12,,female,white,$25000 or more,south atlantic,conservative,protestant,12,1,0,1,0,1,1,.34421474,5.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
1630,21,14,,female,black,$25000 or more,south atlantic,slightly liberal,protestant,14,1,0,1,0,1,1,-1.4409008,-25.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
1631,42,15,13,female,white,$25000 or more,south atlantic,liberal,protestant,15,1,0,1,0,0,0,-.23162898,-4.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1632,34,12,12,female,white,$25000 or more,south atlantic,moderate,protestant,12,1,1,0,0,0,0,-.69230396,-12.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1633,48,12,11,female,white,$25000 or more,south atlantic,conservative,protestant,12,1,0,0,0,0,0,.11387725,1.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1634,56,14,10,male,white,$25000 or more,south atlantic,moderate,none,14,1,0,0,0,0,0,.57455224,9.9799995,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1635,32,16,12,male,white,$25000 or more,south atlantic,slghtly conservative,none,16,1,1,0,0,0,0,-.80747271,-14.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
1636,50,14,12,female,white,$25000 or more,e. nor. central,extremely liberal,jewish,14,1,1,0,0,0,0,.229046,3.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1637,59,16,16,male,white,$25000 or more,e. nor. central,slghtly conservative,protestant,16,1,0,1,1,0,0,.74730533,12.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1638,59,16,16,female,white,$25000 or more,e. nor. central,slightly liberal,protestant,16,1,0,1,1,0,0,.74730533,12.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1639,39,19,17,male,white,refused,e. nor. central,liberal,jewish,19,1,0,1,0,1,0,-.40438211,-7.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1640,47,20,20,male,white,$25000 or more,e. nor. central,slghtly conservative,jewish,20,1,0,1,0,1,1,.056292877,.98000002,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1641,31,14,12,female,white,$20000 - 24999,e. nor. central,moderate,inter-nondenominational,14,1,1,0,0,0,0,-.86505711,-15.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1642,43,12,,female,black,,e. nor. central,moderate,catholic,12,1,0,1,0,1,1,-.17404461,-3.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
1643,73,11,,female,white,,e. nor. central,moderate,protestant,11,1,0,1,0,1,1,1.5534866,26.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
1644,24,12,11,female,white,$1000 to 2999,e. nor. central,moderate,protestant,12,1,0,0,0,0,0,-1.2681477,-22.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1645,30,12,12,male,white,$25000 or more,e. nor. central,slightly liberal,catholic,12,1,1,0,0,0,0,-.92264146,-16.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1646,74,18,8,male,white,$25000 or more,e. nor. central,conservative,protestant,18,0,0,0,0,0,0,1.611071,27.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1647,29,13,,female,black,$25000 or more,e. nor. central,moderate,protestant,13,1,0,1,0,1,1,-.98022586,-17.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
1648,30,12,,female,black,lt $1000,e. nor. central,,protestant,12,1,0,1,0,1,1,-.92264146,-16.02,Yes,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
1649,34,16,18,male,white,$15000 - 19999,e. nor. central,slightly liberal,protestant,16,1,0,1,0,1,0,-.69230396,-12.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1650,24,12,,male,white,$10000 - 14999,e. nor. central,liberal,catholic,12,1,0,1,0,1,1,-1.2681477,-22.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
1651,30,12,,female,white,$25000 or more,e. nor. central,liberal,catholic,12,1,0,1,0,1,1,-.92264146,-16.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
1652,58,14,12,female,white,$25000 or more,e. nor. central,slghtly conservative,catholic,14,1,1,0,0,0,0,.68972099,11.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1653,37,12,9,female,white,$25000 or more,e. nor. central,conservative,catholic,12,1,0,0,0,0,0,-.51955086,-9.0200005,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1654,27,17,20,female,white,$25000 or more,e. nor. central,slghtly conservative,catholic,17,1,0,1,0,1,1,-1.0953946,-19.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1655,23,13,13,female,white,$25000 or more,e. nor. central,moderate,none,13,1,0,1,0,0,0,-1.3257321,-23.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1656,56,16,10,male,white,$25000 or more,e. nor. central,conservative,catholic,16,1,0,0,0,0,0,.57455224,9.9799995,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1657,32,9,,female,white,$15000 - 19999,e. nor. central,slightly liberal,catholic,9,1,0,1,0,1,1,-.80747271,-14.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
1658,52,12,,male,black,$25000 or more,e. nor. central,liberal,moslem/islam,12,1,0,1,0,1,1,.34421474,5.98,No,No,Yes,No,No,No,Yes,No,0,0,0,0,0,1,1
1659,28,17,13,female,white,$25000 or more,e. nor. central,slightly liberal,catholic,17,1,0,1,0,0,0,-1.0378102,-18.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1660,52,12,12,female,white,$25000 or more,e. nor. central,moderate,protestant,12,1,1,0,0,0,0,.34421474,5.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1661,38,12,8,female,white,$10000 - 14999,e. nor. central,moderate,christian,12,0,0,0,0,0,0,-.46196648,-8.0200005,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1662,40,13,12,male,white,$15000 - 19999,e. nor. central,slightly liberal,protestant,13,1,1,0,0,0,0,-.34679773,-6.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
1663,57,8,,male,white,$25000 or more,e. nor. central,extremely liberal,protestant,8,1,0,1,0,1,1,.63213658,10.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
1664,31,9,,male,white,$25000 or more,e. nor. central,moderate,protestant,9,1,0,1,0,1,1,-.86505711,-15.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
1665,25,13,12,male,white,$25000 or more,e. nor. central,slghtly conservative,protestant,13,1,1,0,0,0,0,-1.2105633,-21.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
